id,brand,custom_label_0,custom_label_1,product_type
1201613240,NORRONA,regular,trollveggen,NORRONA > trollveggen
1600000260,POW,regular,multi,POW > multi
1102032800,POC,regular,vpd,POC > vpd
1102032700,POC,regular,vpd,POC > vpd
1102038100,POC,regular,oseus,POC > oseus
1102038300,POC,regular,oseus,POC > oseus
1102038700,POC,regular,synovia,POC > synovia
1102039800,POC,regular,pocito,POC > pocito
1107029000,POC,regular,ventral,POC > ventral
1102044000,POC,regular,joint,POC > joint
1102047100,POC,regular,joint,POC > joint
1102047600,POC,regular,vpd,POC > vpd
1102048200,POC,regular,vpd,POC > vpd
1102048300,POC,regular,vpd,POC > vpd
1102512200,POC,regular,column,POC > column
1102514300,POC,regular,ultra,POC > ultra
1106005300,POC,regular,poc,POC > poc
1201614240,NORRONA,regular,trollveggen,NORRONA > trollveggen
71102060000,POC,outlet,spine,POC > spine
1201615240,NORRONA,regular,trollveggen,NORRONA > trollveggen
1201617240,NORRONA,regular,trollveggen,NORRONA > trollveggen
1201616240,NORRONA,regular,trollveggen,NORRONA > trollveggen
1000340300,HESTRA,regular,wool,HESTRA > wool
1201618240,NORRONA,regular,trollveggen,NORRONA > trollveggen
1000344000,HESTRA,regular,heli,HESTRA > heli
1000344200,HESTRA,regular,patrol,HESTRA > patrol
1000350910,HESTRA,regular,expedition,HESTRA > expedition
1201685250,NORRONA,regular,trollveggen,NORRONA > trollveggen
71520317130,SAIL RACING,outlet,race,SAIL RACING > race
1201802240,NORRONA,regular,falketind,NORRONA > falketind
1401084760,ACLIMA,regular,fleecewool,ACLIMA > fleecewool
1000340700,HESTRA,regular,heli,HESTRA > heli
71308100170,HOUDINI,outlet,heyday,HOUDINI > heyday
1308500380,HOUDINI,regular,lykan,HOUDINI > lykan
1101101300,POC,regular,maxilla,POC > maxilla
1201814240,NORRONA,regular,falketind,NORRONA > falketind
1201822210,NORRONA,regular,falketind,NORRONA > falketind
1201833200,NORRONA,regular,falketind,NORRONA > falketind
71308400510,HOUDINI,outlet,pace,HOUDINI > pace
1303786740,HOUDINI,regular,hut,HOUDINI > hut
1201839240,NORRONA,regular,falketind,NORRONA > falketind
1201842240,NORRONA,regular,falketind,NORRONA > falketind
1201845240,NORRONA,regular,falketind,NORRONA > falketind
1201860200,NORRONA,regular,falketind,NORRONA > falketind
1201870200,NORRONA,regular,falketind,NORRONA > falketind
71308100520,HOUDINI,outlet,fall,HOUDINI > fall
71100251330,POC,outlet,ultra,POC > ultra
71201804230,NORRONA,outlet,falketind,NORRONA > falketind
71301310140,HOUDINI,outlet,tree,HOUDINI > tree
1100110200,POC,regular,elicit,POC > elicit
71308400240,HOUDINI,outlet,desoli,HOUDINI > desoli
71308400290,HOUDINI,outlet,desoli,HOUDINI > desoli
1202004200,NORRONA,regular,lyngen,NORRONA > lyngen
1202005200,NORRONA,regular,lyngen,NORRONA > lyngen
1202017240,NORRONA,regular,more,NORRONA > more
1202018240,NORRONA,regular,more,NORRONA > more
71308500260,HOUDINI,outlet,pace,HOUDINI > pace
71308500160,HOUDINI,outlet,lana,HOUDINI > lana
1202022240,NORRONA,regular,more,NORRONA > more
1202200250,NORRONA,regular,fjora,NORRONA > fjora
1522112090,SAIL RACING,regular,reference,SAIL RACING > reference
1202233250,NORRONA,regular,fjora,NORRONA > fjora
1202236250,NORRONA,regular,fjora,NORRONA > fjora
1202237250,NORRONA,regular,fjora,NORRONA > fjora
71301486240,HOUDINI,outlet,one,HOUDINI > one
1202630240,NORRONA,regular,femund,NORRONA > femund
1520317110,SAIL RACING,regular,race,SAIL RACING > race
71308000550,HOUDINI,outlet,pace,HOUDINI > pace
1102514200,POC,regular,ultra,POC > ultra
71308100370,HOUDINI,outlet,bff,HOUDINI > bff
1202685240,NORRONA,regular,femund,NORRONA > femund
1202716250,NORRONA,regular,femund,NORRONA > femund
1202760260,NORRONA,regular,femund,NORRONA > femund
1202761260,NORRONA,regular,femund,NORRONA > femund
1202774250,NORRONA,regular,femund,NORRONA > femund
1202777250,NORRONA,regular,femund,NORRONA > femund
1202801190,NORRONA,regular,finnskogen,NORRONA > finnskogen
1202006200,NORRONA,regular,lyngen,NORRONA > lyngen
1203417210,NORRONA,regular,cotton,NORRONA > cotton
1106430900,POC,regular,layer,POC > layer
1107006200,POC,regular,fornix,POC > fornix
1203422210,NORRONA,regular,cotton,NORRONA > cotton
1203422220,NORRONA,regular,snap,NORRONA > snap
1203423220,NORRONA,regular,flexfit,NORRONA > flexfit
1203515250,NORRONA,regular,pureull180,NORRONA > pureull180
1204208240,NORRONA,regular,skibotn,NORRONA > skibotn
1205211220,NORRONA,regular,femund,NORRONA > femund
1205216230,NORRONA,regular,light,NORRONA > light
1205802230,NORRONA,regular,senja,NORRONA > senja
1104124600,POC,regular,ora,POC > ora
1205810250,NORRONA,regular,senja,NORRONA > senja
1205815230,NORRONA,regular,senja,NORRONA > senja
1205816230,NORRONA,regular,senja,NORRONA > senja
1205825230,NORRONA,regular,senja,NORRONA > senja
1209602160,NORRONA,regular,water,NORRONA > water
1301010740,HOUDINI,regular,sleepwalker,HOUDINI > sleepwalker
1301087940,HOUDINI,regular,enfold,HOUDINI > enfold
1301300540,HOUDINI,regular,activist,HOUDINI > activist
1302300540,HOUDINI,regular,activist,HOUDINI > activist
1303702740,HOUDINI,regular,alto,HOUDINI > alto
1308100260,HOUDINI,regular,puff,HOUDINI > puff
1308100440,HOUDINI,regular,ride,HOUDINI > ride
1308100470,HOUDINI,regular,ride,HOUDINI > ride
1201816210,NORRONA,regular,falketind,NORRONA > falketind
1308200020,HOUDINI,regular,dunfri,HOUDINI > dunfri
1308200160,HOUDINI,regular,double,HOUDINI > double
1308200230,HOUDINI,regular,dunfri,HOUDINI > dunfri
1308200270,HOUDINI,regular,dunfri,HOUDINI > dunfri
1308300320,HOUDINI,regular,moonwalk,HOUDINI > moonwalk
1308300330,HOUDINI,regular,moonwalk,HOUDINI > moonwalk
1308300340,HOUDINI,regular,alto,HOUDINI > alto
1201624190,NORRONA,regular,trollveggen,NORRONA > trollveggen
1201608240,NORRONA,regular,trollveggen,NORRONA > trollveggen
1202206230,NORRONA,regular,fjora,NORRONA > fjora
1107004100,POC,regular,goggle,POC > goggle
1000917000,HESTRA,regular,leather,HESTRA > leather
1000918420,HESTRA,regular,hand,HESTRA > hand
1000918810,HESTRA,regular,hand,HESTRA > hand
1201835240,NORRONA,regular,falketind,NORRONA > falketind
1201620230,NORRONA,regular,trollveggen,NORRONA > trollveggen
1522317100,SAIL RACING,regular,spray,SAIL RACING > spray
1522317110,SAIL RACING,regular,spray,SAIL RACING > spray
1201825210,NORRONA,regular,falketind,NORRONA > falketind
1205235250,NORRONA,regular,norrona,NORRONA > norrona
1201809230,NORRONA,regular,falketind,NORRONA > falketind
1201823210,NORRONA,regular,falketind,NORRONA > falketind
1201826210,NORRONA,regular,falketind,NORRONA > falketind
1308100640,HOUDINI,regular,the,HOUDINI > the
1201804230,NORRONA,regular,falketind,NORRONA > falketind
1201861240,NORRONA,regular,falketind,NORRONA > falketind
1102512300,POC,regular,column,POC > column
1204640250,NORRONA,regular,kvinherad,NORRONA > kvinherad
1205227230,NORRONA,regular,heavy,NORRONA > heavy
1205253210,NORRONA,regular,norrona,NORRONA > norrona
1201817210,NORRONA,regular,falketind,NORRONA > falketind
1201820210,NORRONA,regular,falketind,NORRONA > falketind
1202624240,NORRONA,regular,femund,NORRONA > femund
1202691240,NORRONA,regular,femund,NORRONA > femund
1401017620,ACLIMA,regular,hotwool,ACLIMA > hotwool
71522317110,SAIL RACING,regular,spray,SAIL RACING > spray
1401017720,ACLIMA,regular,warmwool,ACLIMA > warmwool
1205209220,NORRONA,regular,femund,NORRONA > femund
1205200250,NORRONA,regular,norrona,NORRONA > norrona
1205260210,NORRONA,regular,norrona,NORRONA > norrona
1205259210,NORRONA,regular,norrona,NORRONA > norrona
1205812230,NORRONA,regular,senja,NORRONA > senja
1500401230,SAIL RACING,regular,reference,SAIL RACING > reference
1500401270,SAIL RACING,regular,sr90,SAIL RACING > sr90
1500408010,SAIL RACING,regular,reference,SAIL RACING > reference
1521111090,SAIL RACING,regular,spray,SAIL RACING > spray
1205822230,NORRONA,regular,senja,NORRONA > senja
1522117060,SAIL RACING,regular,spray,SAIL RACING > spray
1522312010,SAIL RACING,regular,spray,SAIL RACING > spray
1205801230,NORRONA,regular,senja,NORRONA > senja
1700000460,PLUS ONE WORKS,regular,pg,PLUS ONE WORKS > pg
1700000580,PLUS ONE WORKS,regular,pg,PLUS ONE WORKS > pg
2100000150,KANG,regular,recycled,KANG > recycled
1401047560,ACLIMA,regular,lightwool,ACLIMA > lightwool
1401053080,ACLIMA,regular,warmwool,ACLIMA > warmwool
1201062170,NORRONA,regular,lofoten,NORRONA > lofoten
1203480250,NORRONA,regular,warm2,NORRONA > warm2
1203424240,NORRONA,regular,warmwool2,NORRONA > warmwool2
1205817230,NORRONA,regular,senja,NORRONA > senja
71100251310,POC,outlet,ultra,POC > ultra
1201037200,NORRONA,regular,flex1,NORRONA > flex1
1209601160,NORRONA,regular,water,NORRONA > water
71101082600,POC,outlet,pocito,POC > pocito
71102019400,POC,outlet,shins,POC > shins
1201888250,NORRONA,regular,falketind,NORRONA > falketind
71105820600,POC,outlet,thermal,POC > thermal
1101103000,POC,regular,devour,POC > devour
1522317130,SAIL RACING,regular,spray,SAIL RACING > spray
1600000300,POW,regular,rera,POW > rera
1203431240,NORRONA,regular,trucker,NORRONA > trucker
1204600260,NORRONA,regular,kvinnherad,NORRONA > kvinnherad
1204604240,NORRONA,regular,kvinnherad,NORRONA > kvinnherad
1206034140,NORRONA,regular,finnskogen,NORRONA > finnskogen
71203443240,NORRONA,outlet,norrona,NORRONA > norrona
1204807240,NORRONA,regular,oslo,NORRONA > oslo
1202639240,NORRONA,regular,femund,NORRONA > femund
71205215231,NORRONA,regular,merinoull,NORRONA > merinoull
71201814241,NORRONA,outlet,falketind,NORRONA > falketind
71201801241,NORRONA,outlet,falketind,NORRONA > falketind
71201845240,NORRONA,outlet,falketind,NORRONA > falketind
71201953250,NORRONA,outlet,falketind,NORRONA > falketind
71201684250,NORRONA,outlet,trollveggen,NORRONA > trollveggen
71202660250,NORRONA,outlet,femund,NORRONA > femund
71202689241,NORRONA,outlet,femund,NORRONA > femund
71202773250,NORRONA,outlet,femund,NORRONA > femund
71202777250,NORRONA,outlet,femund,NORRONA > femund
71202771250,NORRONA,outlet,femund,NORRONA > femund
71202775250,NORRONA,outlet,femund,NORRONA > femund
71202649241,NORRONA,outlet,femund,NORRONA > femund
71202652241,NORRONA,outlet,femund,NORRONA > femund
71202680251,NORRONA,outlet,femund,NORRONA > femund
71202654241,NORRONA,outlet,femund,NORRONA > femund
71202778250,NORRONA,outlet,femund,NORRONA > femund
71202637240,NORRONA,outlet,femund,NORRONA > femund
71205211221,NORRONA,outlet,femund,NORRONA > femund
71202636240,NORRONA,outlet,femund,NORRONA > femund
71205808230,NORRONA,outlet,senja,NORRONA > senja
71202300260,NORRONA,outlet,fjora,NORRONA > fjora
71202233251,NORRONA,outlet,fjora,NORRONA > fjora
71204203241,NORRONA,outlet,skibotn,NORRONA > skibotn
71203411231,NORRONA,outlet,cotton,NORRONA > cotton
71203417211,NORRONA,outlet,cotton,NORRONA > cotton
71203414231,NORRONA,outlet,cotton,NORRONA > cotton
71203516250,NORRONA,outlet,pureull,NORRONA > pureull
71201874171,NORRONA,outlet,falketind,NORRONA > falketind
71205802231,NORRONA,outlet,senja,NORRONA > senja
71205816231,NORRONA,outlet,senja,NORRONA > senja
71204204200,NORRONA,outlet,skibotn,NORRONA > skibotn
71203427241,NORRONA,outlet,five,NORRONA > five
71202801250,NORRONA,outlet,finnskogen,NORRONA > finnskogen
71202802231,NORRONA,outlet,finnskogen,NORRONA > finnskogen
71202805230,NORRONA,outlet,finnskogen,NORRONA > finnskogen
71206062140,NORRONA,regular,finnskogen,NORRONA > finnskogen
71201004250,NORRONA,regular,lofoten,NORRONA > lofoten
71201005250,NORRONA,regular,lofoten,NORRONA > lofoten
71201019240,NORRONA,outlet,lofoten,NORRONA > lofoten
71201090250,NORRONA,unavailable,lofoten,NORRONA > lofoten
71201091250,NORRONA,outlet,lofoten,NORRONA > lofoten
71201008250,NORRONA,outlet,lofoten,NORRONA > lofoten
71201024240,NORRONA,outlet,lofoten,NORRONA > lofoten
71401063090,ACLIMA,outlet,lars,ACLIMA > lars
71202022240,NORRONA,outlet,more,NORRONA > more
71202024240,NORRONA,outlet,lyngen,NORRONA > lyngen
71202005200,NORRONA,outlet,lyngen,NORRONA > lyngen
71201604230,NORRONA,outlet,trollveggen,NORRONA > trollveggen
71308500320,HOUDINI,outlet,pace,HOUDINI > pace
71202801200,NORRONA,outlet,finnskogen,NORRONA > finnskogen
71401017890,ACLIMA,outlet,warmwool,ACLIMA > warmwool
71401017910,ACLIMA,outlet,forester,ACLIMA > forester
71401099220,ACLIMA,outlet,flat,ACLIMA > flat
1100110400,POC,regular,devour,POC > devour
71600000200,POW,outlet,denali,POW > denali
1101107500,POC,regular,poc,POC > poc
1107035500,POC,regular,kortalkortal,POC > kortalkortal
1201819210,NORRONA,regular,falketind,NORRONA > falketind
1205277250,NORRONA,regular,norrona,NORRONA > norrona
1102112000,POC,regular,aspire,POC > aspire
1107006300,POC,regular,fornix,POC > fornix
1401017680,ACLIMA,regular,warmwool,ACLIMA > warmwool
1401099160,ACLIMA,regular,woolnet,ACLIMA > woolnet
1000350610,HESTRA,regular,hydra,HESTRA > hydra
1000352010,HESTRA,regular,seam,HESTRA > seam
1000918710,HESTRA,regular,hand,HESTRA > hand
1600000290,POW,regular,helmet,POW > helmet
